T-1,T-2,T-3,T-4,T-24,T-48,T-72,T-96,DAY,SEASON,TEMP,HUMIDITY,T
4462.989172,4173.34178,3728.958164,2885.721353,4424.347119,2458.306639,4702.164604,4714.330529,0,1,83,22,4385.03303
4385.03303,4462.989172,4173.34178,3728.958164,4365.543994,4596.724279,4587.249961,4714.330529,0,1,83,22,4214.671976
4214.671976,4385.03303,4462.989172,4173.34178,4004.660816,4598.404369,4410.549602,4290.275994,0,1,83,22,4119.746932
4119.746932,4214.671976,4385.03303,4462.989172,3970.723012,4341.686726,4331.789788,4290.275994,0,1,69,50,4151.164601
4151.164601,4119.746932,4214.671976,4385.03303,3878.318102,3984.835762,4196.845709,4173.34178,0,1,69,50,3975.76328
3975.76328,4151.164601,4119.746932,4214.671976,3819.850995,4004.660816,4196.845709,4173.34178,0,1,69,50,3970.723012
3970.723012,3975.76328,4151.164601,4119.746932,3741.894852,4108.322325,4138.285071,4057.415619,0,1,64,67,3941.489459
3941.489459,3970.723012,3975.76328,4151.164601,3984.835762,3683.091727,3565.239526,3400.668718,0,1,64,67,3849.756584
3849.756584,3941.489459,3970.723012,3975.76328,2379.006425,3066.49896,992.984728,3271.133835,0,1,64,67,2897.817996
2897.817996,3849.756584,3941.489459,3970.723012,951.6025701,971.4276236,933.4056443,963.1951861,0,1,57,77,904.2240523
904.2240523,2897.817996,3849.756584,3941.489459,899.6878112,951.6025701,893.6862552,845.2529184,0,1,57,77,786.2817846
786.2817846,904.2240523,2897.817996,3849.756584,799.7224989,812.8271953,873.8265606,805.9388292,0,1,57,77,707.6536061
707.6536061,786.2817846,904.2240523,2897.817996,713.7019276,693.876874,721.0596794,648.6824723,0,1,55,91,589.7113385
589.7113385,707.6536061,786.2817846,904.2240523,594.7516063,614.5766598,681.0008083,648.6824723,0,1,55,91,570.0542938
570.0542938,589.7113385,707.6536061,786.2817846,1982.505354,1942.855247,1926.390372,1987.88164,0,1,55,91,530.7402046
530.7402046,570.0542938,589.7113385,707.6536061,1926.390372,1942.855247,1906.733328,2008.375265,0,1,61,89,1887.076283
1887.076283,530.7402046,570.0542938,589.7113385,1926.390372,1942.855247,1906.733328,2008.375265,0,1,61,89,1887.076283
1887.076283,1887.076283,530.7402046,570.0542938,1926.390372,1942.855247,1906.733328,2008.375265,0,1,61,89,1887.076283
1887.076283,1887.076283,1887.076283,530.7402046,1929.414533,1965.704462,1874.139596,2244.654708,0,1,80,46,1929.414533
1929.414533,1887.076283,1887.076283,1887.076283,2163.282961,2318.523211,2502.660996,2641.339376,0,1,80,46,2125.312943
2125.312943,1929.414533,1887.076283,1887.076283,2885.721353,2653.701023,3236.860013,3405.004042,0,1,80,46,2562.976202
2562.976202,2125.312943,1929.414533,1887.076283,3728.958164,3709.637138,4157.716949,4011.318819,0,1,84,18,4290.275994
4290.275994,2562.976202,2125.312943,1929.414533,4173.34178,4462.653154,4516.079994,4562.637519,0,1,84,18,4572.530994
4572.530994,4290.275994,2562.976202,2125.312943,4462.989172,4537.417128,2373.126113,4699.279008,0,1,84,18,4459.628994
4459.628994,4572.530994,4290.275994,2562.976202,4385.03303,4424.347119,2458.306639,4702.164604,0,1,82,18,4421.994994
4421.994994,4459.628994,4572.530994,4290.275994,4214.671976,4365.543994,4596.724279,4587.249961,0,1,82,18,4579.083342
4579.083342,4421.994994,4459.628994,4572.530994,4119.746932,4004.660816,4598.404369,4410.549602,0,1,82,18,4167.293458
4167.293458,4579.083342,4421.994994,4459.628994,4151.164601,3970.723012,4341.686726,4331.789788,0,1,69,42,3897.807137
3897.807137,4167.293458,4579.083342,4421.994994,3975.76328,3878.318102,3984.835762,4196.845709,0,1,69,42,3905.535548
3905.535548,3897.807137,4167.293458,4579.083342,3970.723012,3819.850995,4004.660816,4196.845709,0,1,69,42,3670.995084
3670.995084,3905.535548,3897.807137,4167.293458,3941.489459,3741.894852,4108.322325,4138.285071,0,1,65,73,3767.600218
3767.600218,3670.995084,3905.535548,3897.807137,3849.756584,3984.835762,3683.091727,3565.239526,0,1,65,73,3825.563298
3825.563298,3767.600218,3670.995084,3905.535548,2897.817996,2379.006425,3066.49896,992.984728,0,1,65,73,3121.941906
3121.941906,3825.563298,3767.600218,3670.995084,904.2240523,951.6025701,971.4276236,933.4056443,0,1,60,81,943.5381415
943.5381415,3121.941906,3825.563298,3767.600218,786.2817846,899.6878112,951.6025701,893.6862552,0,1,60,81,943.5381415
943.5381415,943.5381415,3121.941906,3825.563298,707.6536061,799.7224989,812.8271953,873.8265606,0,1,60,81,786.2817846
786.2817846,943.5381415,943.5381415,3121.941906,589.7113385,713.7019276,693.876874,721.0596794,0,1,58,91,594.7516063
594.7516063,786.2817846,943.5381415,943.5381415,570.0542938,594.7516063,614.5766598,681.0008083,0,1,58,91,535.2764457
535.2764457,594.7516063,786.2817846,943.5381415,530.7402046,1982.505354,1942.855247,1926.390372,0,1,58,91,1784.254819
1784.254819,535.2764457,594.7516063,786.2817846,1887.076283,1926.390372,1942.855247,1906.733328,0,1,64,90,1802.649198
1802.649198,1784.254819,535.2764457,594.7516063,1887.076283,1926.390372,1942.855247,1906.733328,0,1,64,90,1802.649198
1802.649198,1802.649198,1784.254819,535.2764457,1887.076283,1926.390372,1942.855247,1906.733328,0,1,64,90,1802.649198
1802.649198,1802.649198,1802.649198,1784.254819,1929.414533,1929.414533,1965.704462,1874.139596,0,1,80,38,1949.305404
1949.305404,1802.649198,1802.649198,1802.649198,2125.312943,2163.282961,2318.523211,2502.660996,0,1,80,38,2128.551878
2128.551878,1949.305404,1802.649198,1802.649198,2562.976202,2885.721353,2653.701023,3236.860013,0,1,80,38,2496.210839
2496.210839,2128.551878,1949.305404,1802.649198,4290.275994,3728.958164,3709.637138,4157.716949,0,1,85,20,3490.892977
3490.892977,2496.210839,2128.551878,1949.305404,4572.530994,4173.34178,4462.653154,4516.079994,0,1,85,20,4353.516633
4353.516633,3490.892977,2496.210839,2128.551878,4459.628994,4462.989172,4537.417128,2373.126113,0,1,85,20,4702.164604
4702.164604,4353.516633,3490.892977,2496.210839,4421.994994,4385.03303,4424.347119,2458.306639,0,1,82,24,4622.556085
4622.556085,4702.164604,4353.516633,3490.892977,4579.083342,4214.671976,4365.543994,4596.724279,0,1,82,24,4626.290387
4626.290387,4622.556085,4702.164604,4353.516633,4167.293458,4119.746932,4004.660816,4598.404369,0,1,82,24,4276.454228
4276.454228,4626.290387,4622.556085,4702.164604,3897.807137,4151.164601,3970.723012,4341.686726,0,1,72,56,4524.61554
4524.61554,4276.454228,4626.290387,4622.556085,3905.535548,3975.76328,3878.318102,3984.835762,0,1,72,56,4961.868302
4961.868302,4524.61554,4276.454228,4626.290387,3670.995084,3970.723012,3819.850995,4004.660816,0,1,72,56,4600.659499
4600.659499,4961.868302,4524.61554,4276.454228,3767.600218,3941.489459,3741.894852,4108.322325,0,1,68,72,4469.11024
4469.11024,4600.659499,4961.868302,4524.61554,3825.563298,3849.756584,3984.835762,3683.091727,0,1,68,72,4257.103757
4257.103757,4469.11024,4600.659499,4961.868302,3121.941906,2897.817996,2379.006425,3066.49896,0,1,68,72,2423.901182
2423.901182,4257.103757,4469.11024,4600.659499,943.5381415,904.2240523,951.6025701,971.4276236,0,1,62,83,2423.5617
2423.5617,2423.901182,4257.103757,4469.11024,943.5381415,786.2817846,899.6878112,951.6025701,0,1,62,83,2242.108593
2242.108593,2423.5617,2423.901182,4257.103757,786.2817846,707.6536061,799.7224989,812.8271953,0,1,62,83,1962.884683
1962.884683,2242.108593,2423.5617,2423.901182,594.7516063,589.7113385,713.7019276,693.876874,0,1,65,84,1902.796376
1902.796376,1962.884683,2242.108593,2423.5617,535.2764457,570.0542938,594.7516063,614.5766598,0,1,65,84,1842.70807
1842.70807,1902.796376,1962.884683,2242.108593,1784.254819,530.7402046,1982.505354,1942.855247,0,1,65,84,1787.37251
1787.37251,1842.70807,1902.796376,1962.884683,1802.649198,1887.076283,1926.390372,1942.855247,0,1,66,88,1769.134015
1769.134015,1787.37251,1842.70807,1902.796376,1802.649198,1887.076283,1926.390372,1942.855247,0,1,66,88,1769.134015
1769.134015,1769.134015,1787.37251,1842.70807,1802.649198,1887.076283,1926.390372,1942.855247,0,1,66,88,1754.013212
1754.013212,1769.134015,1769.134015,1787.37251,1949.305404,1929.414533,1929.414533,1965.704462,0,1,80,54,1934.454801
1934.454801,1754.013212,1769.134015,1769.134015,2128.551878,2125.312943,2163.282961,2318.523211,0,1,80,54,2068.525926
2068.525926,1934.454801,1754.013212,1769.134015,2496.210839,2562.976202,2885.721353,2653.701023,0,1,80,54,2506.021175
2506.021175,2068.525926,1934.454801,1754.013212,3490.892977,4290.275994,3728.958164,3709.637138,0,1,84,32,3815.986789
3815.986789,2506.021175,2068.525926,1934.454801,4353.516633,4572.530994,4173.34178,4462.653154,0,1,84,32,5600.577626
5600.577626,3815.986789,2506.021175,2068.525926,4702.164604,4459.628994,4462.989172,4537.417128,0,1,84,32,4749.948422
4749.948422,5600.577626,3815.986789,2506.021175,4622.556085,4421.994994,4385.03303,4424.347119,0,1,85,26,4772.293609
4772.293609,4749.948422,5600.577626,3815.986789,4626.290387,4579.083342,4214.671976,4365.543994,0,1,85,26,4579.083342
4579.083342,4772.293609,4749.948422,5600.577626,4276.454228,4167.293458,4119.746932,4004.660816,0,1,85,26,4361.51178
4361.51178,4579.083342,4772.293609,4749.948422,4524.61554,3897.807137,4151.164601,3970.723012,0,1,74,61,4134.699726
4134.699726,4361.51178,4579.083342,4772.293609,4961.868302,3905.535548,3975.76328,3878.318102,0,1,74,61,3922.168432
3922.168432,4134.699726,4361.51178,4579.083342,4600.659499,3670.995084,3970.723012,3819.850995,0,1,74,61,3936.785209
3936.785209,3922.168432,4134.699726,4361.51178,4469.11024,3767.600218,3941.489459,3741.894852,0,1,71,73,3902.847405
3902.847405,3936.785209,3922.168432,4134.699726,4257.103757,3825.563298,3849.756584,3984.835762,0,1,71,73,3868.909602
3868.909602,3902.847405,3936.785209,3922.168432,2423.901182,3121.941906,2897.817996,2379.006425,0,1,71,73,2903.866317
2903.866317,3868.909602,3902.847405,3936.785209,2423.5617,943.5381415,904.2240523,951.6025701,0,1,65,82,943.5381415
943.5381415,2903.866317,3868.909602,3902.847405,2242.108593,943.5381415,786.2817846,899.6878112,0,1,65,82,884.5670077
884.5670077,943.5381415,2903.866317,3868.909602,1962.884683,786.2817846,707.6536061,799.7224989,0,1,65,82,786.2817846
786.2817846,884.5670077,943.5381415,2903.866317,1902.796376,594.7516063,589.7113385,713.7019276,0,1,68,54,693.876874
693.876874,786.2817846,884.5670077,943.5381415,1842.70807,535.2764457,570.0542938,594.7516063,0,1,68,54,594.7516063
594.7516063,693.876874,786.2817846,884.5670077,1787.37251,1784.254819,530.7402046,1982.505354,0,1,68,54,1769.134015
1769.134015,594.7516063,693.876874,786.2817846,1769.134015,1802.649198,1887.076283,1926.390372,1,1,68,54,1769.134015
1769.134015,1769.134015,594.7516063,693.876874,1769.134015,1802.649198,1887.076283,1926.390372,1,1,68,54,1769.134015
1769.134015,1769.134015,1769.134015,594.7516063,1754.013212,1802.649198,1887.076283,1926.390372,1,1,68,54,1769.134015
1769.134015,1769.134015,1769.134015,1769.134015,1934.454801,1949.305404,1929.414533,1929.414533,1,1,76,35,1754.013212
1754.013212,1769.134015,1769.134015,1769.134015,2068.525926,2128.551878,2125.312943,2163.282961,1,1,76,35,2357.165265
2357.165265,1754.013212,1769.134015,1769.134015,2506.021175,2496.210839,2562.976202,2885.721353,1,1,76,35,2627.659639
2627.659639,2357.165265,1754.013212,1769.134015,3815.986789,3490.892977,4290.275994,3728.958164,1,1,82,22,3485.849245
3485.849245,2627.659639,2357.165265,1754.013212,5600.577626,4353.516633,4572.530994,4173.34178,1,1,82,22,4177.373994
4177.373994,3485.849245,2627.659639,2357.165265,4749.948422,4702.164604,4459.628994,4462.989172,1,1,82,22,4405.194101
4405.194101,4177.373994,3485.849245,2627.659639,4772.293609,4622.556085,4421.994994,4385.03303,1,1,80,20,4346.054958
4346.054958,4405.194101,4177.373994,3485.849245,4579.083342,4626.290387,4579.083342,4214.671976,1,1,80,20,4137.051851
4137.051851,4346.054958,4405.194101,4177.373994,4361.51178,4276.454228,4167.293458,4119.746932,1,1,80,20,4151.164601
4151.164601,4137.051851,4346.054958,4405.194101,4134.699726,4524.61554,3897.807137,4151.164601,1,1,69,53,3917.296173
3917.296173,4151.164601,4137.051851,4346.054958,3922.168432,4961.868302,3905.535548,3975.76328,1,1,69,53,3727.110066
3727.110066,3917.296173,4151.164601,4137.051851,3936.785209,4600.659499,3670.995084,3970.723012,1,1,69,53,3469.048352
3469.048352,3727.110066,3917.296173,4151.164601,3902.847405,4469.11024,3767.600218,3941.489459,1,1,64,62,3670.995084
3670.995084,3469.048352,3727.110066,3917.296173,3868.909602,4257.103757,3825.563298,3849.756584,1,1,64,62,3690.316111
3690.316111,3670.995084,3469.048352,3727.110066,2903.866317,2423.901182,3121.941906,2897.817996,1,1,64,62,2782.227853
2782.227853,3690.316111,3670.995084,3469.048352,943.5381415,2423.5617,943.5381415,904.2240523,1,1,69,72,943.5381415
943.5381415,2782.227853,3690.316111,3670.995084,884.5670077,2242.108593,943.5381415,786.2817846,1,1,69,72,884.5670077
884.5670077,943.5381415,2782.227853,3690.316111,786.2817846,1962.884683,786.2817846,707.6536061,1,1,69,72,786.2817846
786.2817846,884.5670077,943.5381415,2782.227853,693.876874,1902.796376,594.7516063,589.7113385,1,1,56,82,693.876874
693.876874,786.2817846,884.5670077,943.5381415,594.7516063,1842.70807,535.2764457,570.0542938,1,1,56,82,535.2764457
535.2764457,693.876874,786.2817846,884.5670077,1769.134015,1787.37251,1784.254819,530.7402046,1,1,56,82,1704.954605
1704.954605,535.2764457,693.876874,786.2817846,1769.134015,1769.134015,1802.649198,1887.076283,0,1,60,81,1704.954605
1704.954605,1704.954605,535.2764457,693.876874,1769.134015,1769.134015,1802.649198,1887.076283,0,1,60,81,1704.954605
1704.954605,1704.954605,1704.954605,535.2764457,1769.134015,1754.013212,1802.649198,1887.076283,0,1,60,81,1704.954605
1704.954605,1704.954605,1704.954605,1704.954605,1754.013212,1934.454801,1949.305404,1929.414533,0,1,77,22,1704.954605
1704.954605,1704.954605,1704.954605,1704.954605,2357.165265,2068.525926,2128.551878,2125.312943,0,1,77,22,1854.818569
1854.818569,1704.954605,1704.954605,1704.954605,2627.659639,2506.021175,2496.210839,2562.976202,0,1,77,22,2316.171086
2316.171086,1854.818569,1704.954605,1704.954605,3485.849245,3815.986789,3490.892977,4290.275994,0,1,82,18,3670.995084
3670.995084,2316.171086,1854.818569,1704.954605,4177.373994,5600.577626,4353.516633,4572.530994,0,1,82,18,4617.725395
4617.725395,3670.995084,2316.171086,1854.818569,4405.194101,4749.948422,4702.164604,4459.628994,0,1,82,18,4788.254458
4788.254458,4617.725395,3670.995084,2316.171086,4346.054958,4772.293609,4622.556085,4421.994994,0,1,81,18,4615.877297
4615.877297,4788.254458,4617.725395,3670.995084,4137.051851,4579.083342,4626.290387,4579.083342,0,1,81,18,4102.77803
4102.77803,4615.877297,4788.254458,4617.725395,4151.164601,4361.51178,4276.454228,4167.293458,0,1,81,18,3911.751878
3911.751878,4102.77803,4615.877297,4788.254458,3917.296173,4134.699726,4524.61554,3897.807137,0,1,66,48,3774.152566
3774.152566,3911.751878,4102.77803,4615.877297,3727.110066,3922.168432,4961.868302,3905.535548,0,1,66,48,3722.405816
3722.405816,3774.152566,3911.751878,4102.77803,3469.048352,3936.785209,4600.659499,3670.995084,0,1,66,48,3670.995084
3670.995084,3722.405816,3774.152566,3911.751878,3670.995084,3902.847405,4469.11024,3767.600218,0,1,62,56,3868.909602
3868.909602,3670.995084,3722.405816,3774.152566,3690.316111,3868.909602,4257.103757,3825.563298,0,1,62,56,3658.226406
3658.226406,3868.909602,3670.995084,3722.405816,2782.227853,2903.866317,2423.901182,3121.941906,0,1,62,56,2801.54888
2801.54888,3658.226406,3868.909602,3670.995084,943.5381415,943.5381415,2423.5617,943.5381415,0,1,60,70,877.0066059
877.0066059,2801.54888,3658.226406,3868.909602,884.5670077,884.5670077,2242.108593,943.5381415,0,1,60,70,825.5958738
825.5958738,877.0066059,2801.54888,3658.226406,786.2817846,786.2817846,1962.884683,786.2817846,0,1,60,70,746.9676954
746.9676954,825.5958738,877.0066059,2801.54888,693.876874,693.876874,1902.796376,594.7516063,0,1,55,88,687.9965615
687.9965615,746.9676954,825.5958738,877.0066059,535.2764457,594.7516063,1842.70807,535.2764457,0,1,55,88,495.6263386
495.6263386,687.9965615,746.9676954,825.5958738,1704.954605,1769.134015,1787.37251,1784.254819,0,1,55,88,1784.254819
1784.254819,495.6263386,687.9965615,746.9676954,1704.954605,1769.134015,1769.134015,1802.649198,0,1,63,91,1784.254819
1784.254819,1784.254819,495.6263386,687.9965615,1704.954605,1769.134015,1769.134015,1802.649198,0,1,63,91,1784.254819
1784.254819,1784.254819,1784.254819,495.6263386,1704.954605,1769.134015,1754.013212,1802.649198,0,1,63,91,1784.254819
1784.254819,1784.254819,1784.254819,1784.254819,1704.954605,1754.013212,1934.454801,1949.305404,0,1,81,27,1784.254819
1784.254819,1784.254819,1784.254819,1784.254819,1854.818569,2357.165265,2068.525926,2128.551878,0,1,81,27,2379.006425
2379.006425,1784.254819,1784.254819,1784.254819,2316.171086,2627.659639,2506.021175,2496.210839,0,1,81,27,2696.207282
2696.207282,2379.006425,1784.254819,1784.254819,3670.995084,3485.849245,3815.986789,3490.892977,0,1,86,16,3600.767352
3600.767352,2696.207282,2379.006425,1784.254819,4617.725395,4177.373994,5600.577626,4353.516633,0,1,86,16,4628.981993
4628.981993,3600.767352,2696.207282,2379.006425,4788.254458,4405.194101,4749.948422,4702.164604,0,1,86,16,4539.265226
4539.265226,4628.981993,3600.767352,2696.207282,4615.877297,4346.054958,4772.293609,4622.556085,0,1,84,20,4115.3787
4115.3787,4539.265226,4628.981993,3600.767352,4102.77803,4137.051851,4579.083342,4626.290387,0,1,84,20,4346.054958
4346.054958,4115.3787,4539.265226,4628.981993,3911.751878,4151.164601,4361.51178,4276.454228,0,1,84,20,4422.835038
4422.835038,4346.054958,4115.3787,4539.265226,3774.152566,3917.296173,4134.699726,4524.61554,0,1,68,48,3999.452539
3999.452539,4422.835038,4346.054958,4115.3787,3722.405816,3727.110066,3922.168432,4961.868302,0,1,68,48,3844.884325
3844.884325,3999.452539,4422.835038,4346.054958,3670.995084,3469.048352,3936.785209,4600.659499,0,1,68,48,3839.34003
3839.34003,3844.884325,3999.452539,4422.835038,3868.909602,3670.995084,3902.847405,4469.11024,0,1,63,72,4112.18653
4112.18653,3839.34003,3844.884325,3999.452539,3658.226406,3690.316111,3868.909602,4257.103757,0,1,63,72,3636.553254
3636.553254,4112.18653,3839.34003,3844.884325,2801.54888,2782.227853,2903.866317,2423.901182,0,1,63,72,2834.982657
2834.982657,3636.553254,4112.18653,3839.34003,877.0066059,943.5381415,943.5381415,2423.5617,0,1,60,84,896.4956416
896.4956416,2834.982657,3636.553254,4112.18653,825.5958738,884.5670077,884.5670077,2242.108593,0,1,60,84,825.5958738
825.5958738,896.4956416,2834.982657,3636.553254,746.9676954,786.2817846,786.2817846,1962.884683,0,1,60,84,766.62474
766.62474,825.5958738,896.4956416,2834.982657,687.9965615,693.876874,693.876874,1902.796376,0,1,59,87,687.9965615
687.9965615,766.62474,825.5958738,896.4956416,495.6263386,535.2764457,594.7516063,1842.70807,0,1,59,87,471.7690708
471.7690708,687.9965615,766.62474,825.5958738,1784.254819,1704.954605,1769.134015,1787.37251,0,1,59,87,1804.079872
1804.079872,471.7690708,687.9965615,766.62474,1784.254819,1704.954605,1769.134015,1769.134015,0,1,63,84,1804.079872
1804.079872,1804.079872,471.7690708,687.9965615,1784.254819,1704.954605,1769.134015,1769.134015,0,1,63,84,1804.079872
1804.079872,1804.079872,1804.079872,471.7690708,1784.254819,1704.954605,1769.134015,1754.013212,0,1,63,84,1804.079872
1804.079872,1804.079872,1804.079872,1804.079872,1784.254819,1704.954605,1754.013212,1934.454801,0,1,77,31,1804.079872
1804.079872,1804.079872,1804.079872,1804.079872,2379.006425,1854.818569,2357.165265,2068.525926,0,1,77,31,1990.065756
1990.065756,1804.079872,1804.079872,1804.079872,2696.207282,2316.171086,2627.659639,2506.021175,0,1,77,31,2696.207282
2696.207282,1990.065756,1804.079872,1804.079872,3600.767352,3670.995084,3485.849245,3815.986789,0,1,83,24,3481.144995
3481.144995,2696.207282,1990.065756,1804.079872,4628.981993,4617.725395,4177.373994,5600.577626,0,1,83,24,4442.492083
4442.492083,3481.144995,2696.207282,1990.065756,4539.265226,4788.254458,4405.194101,4749.948422,0,1,83,24,4718.362743
4718.362743,4442.492083,3481.144995,2696.207282,4115.3787,4615.877297,4346.054958,4772.293609,0,1,84,22,4619.237476
4619.237476,4718.362743,4442.492083,3481.144995,4346.054958,4102.77803,4137.051851,4579.083342,0,1,84,22,4458.452931
4458.452931,4619.237476,4718.362743,4442.492083,4422.835038,3911.751878,4151.164601,4361.51178,0,1,84,22,4245.921637
4245.921637,4458.452931,4619.237476,4718.362743,3999.452539,3774.152566,3917.296173,4134.699726,0,1,72,52,3995.252316
3995.252316,4245.921637,4458.452931,4619.237476,3844.884325,3722.405816,3727.110066,3922.168432,0,1,72,52,3858.829066
3858.829066,3995.252316,4245.921637,4458.452931,3839.34003,3670.995084,3469.048352,3936.785209,0,1,72,52,3663.938709
3663.938709,3858.829066,3995.252316,4245.921637,4112.18653,3868.909602,3670.995084,3902.847405,0,1,67,72,3741.894852
3741.894852,3663.938709,3858.829066,3995.252316,3636.553254,3658.226406,3690.316111,3868.909602,0,1,67,72,3878.65412
3878.65412,3741.894852,3663.938709,3858.829066,2834.982657,2801.54888,2782.227853,2903.866317,0,1,67,72,2775.507496
2775.507496,3878.65412,3741.894852,3663.938709,896.4956416,877.0066059,943.5381415,943.5381415,0,1,60,81,892.1274095
892.1274095,2775.507496,3878.65412,3741.894852,825.5958738,825.5958738,884.5670077,884.5670077,0,1,60,81,852.4773024
852.4773024,892.1274095,2775.507496,3878.65412,766.62474,746.9676954,786.2817846,786.2817846,0,1,60,81,753.3520347
753.3520347,852.4773024,892.1274095,2775.507496,687.9965615,687.9965615,693.876874,693.876874,0,1,58,88,634.4017134
634.4017134,753.3520347,852.4773024,892.1274095,471.7690708,495.6263386,535.2764457,594.7516063,0,1,58,88,555.1014992
555.1014992,634.4017134,753.3520347,852.4773024,1804.079872,1784.254819,1704.954605,1769.134015,0,1,58,88,479.8334993
479.8334993,555.1014992,634.4017134,753.3520347,1804.079872,1784.254819,1704.954605,1769.134015,0,1,66,92,1946.047417
1946.047417,479.8334993,555.1014992,634.4017134,1804.079872,1784.254819,1704.954605,1769.134015,0,1,66,92,1946.047417
1946.047417,1946.047417,479.8334993,555.1014992,1804.079872,1784.254819,1704.954605,1769.134015,0,1,66,92,1946.047417
1946.047417,1946.047417,1946.047417,479.8334993,1804.079872,1784.254819,1704.954605,1754.013212,0,1,83,38,1946.047417
1946.047417,1946.047417,1946.047417,1946.047417,1990.065756,2379.006425,1854.818569,2357.165265,0,1,83,38,2183.444033
2183.444033,1946.047417,1946.047417,1946.047417,2696.207282,2696.207282,2316.171086,2627.659639,0,1,83,38,3274.157995
3274.157995,2183.444033,1946.047417,1946.047417,3481.144995,3600.767352,3670.995084,3485.849245,0,1,90,18,3929.896843
3929.896843,3274.157995,2183.444033,1946.047417,4442.492083,4628.981993,4617.725395,4177.373994,0,1,90,18,4328.58203
4328.58203,3929.896843,3274.157995,2183.444033,4718.362743,4539.265226,4788.254458,4405.194101,0,1,90,18,4572.530994
4572.530994,4328.58203,3929.896843,3274.157995,4619.237476,4115.3787,4615.877297,4346.054958,0,1,87,16,4328.58203
4328.58203,4572.530994,4328.58203,3929.896843,4458.452931,4346.054958,4102.77803,4137.051851,0,1,87,16,4405.194101
4405.194101,4328.58203,4572.530994,4328.58203,4245.921637,4422.835038,3911.751878,4151.164601,0,1,87,16,4307.076887
4307.076887,4405.194101,4328.58203,4572.530994,3995.252316,3999.452539,3774.152566,3917.296173,0,1,76,51,3627.984798
3627.984798,4307.076887,4405.194101,4328.58203,3858.829066,3844.884325,3722.405816,3727.110066,0,1,76,51,3429.734263
3429.734263,3627.984798,4307.076887,4405.194101,3663.938709,3839.34003,3670.995084,3469.048352,0,1,76,51,3447.543209
3447.543209,3429.734263,3627.984798,4307.076887,3741.894852,4112.18653,3868.909602,3670.995084,0,1,71,72,3706.948995
3706.948995,3447.543209,3429.734263,3627.984798,3878.65412,3636.553254,3658.226406,3690.316111,0,1,71,72,3575.229995
3575.229995,3706.948995,3447.543209,3429.734263,2775.507496,2834.982657,2801.54888,2782.227853,0,1,71,72,3013.408139
3013.408139,3575.229995,3706.948995,3447.543209,892.1274095,896.4956416,877.0066059,943.5381415,0,1,65,80,951.6025701
951.6025701,3013.408139,3575.229995,3706.948995,852.4773024,825.5958738,825.5958738,884.5670077,0,1,65,80,852.4773024
852.4773024,951.6025701,3013.408139,3575.229995,753.3520347,766.62474,746.9676954,786.2817846,0,1,65,80,753.3520347
753.3520347,852.4773024,951.6025701,3013.408139,634.4017134,687.9965615,687.9965615,693.876874,0,1,67,90,713.7019276
713.7019276,753.3520347,852.4773024,951.6025701,555.1014992,471.7690708,495.6263386,535.2764457,0,1,67,90,555.1014992
555.1014992,713.7019276,753.3520347,852.4773024,479.8334993,1804.079872,1784.254819,1704.954605,0,1,67,90,1887.076283
1887.076283,555.1014992,713.7019276,753.3520347,1946.047417,1804.079872,1784.254819,1704.954605,0,1,69,91,1906.530678
1906.530678,1887.076283,555.1014992,713.7019276,1946.047417,1804.079872,1784.254819,1704.954605,0,1,69,91,1906.530678
1906.530678,1906.530678,1887.076283,555.1014992,1946.047417,1804.079872,1784.254819,1704.954605,0,1,69,91,1906.530678
1906.530678,1906.530678,1906.530678,1887.076283,1946.047417,1804.079872,1784.254819,1704.954605,0,1,83,42,1906.530678
1906.530678,1906.530678,1906.530678,1906.530678,2183.444033,1990.065756,2379.006425,1854.818569,0,1,83,42,2128.551878
2128.551878,1906.530678,1906.530678,1906.530678,3274.157995,2696.207282,2696.207282,2316.171086,0,1,83,42,2732.829764
2732.829764,2128.551878,1906.530678,1906.530678,3929.896843,3481.144995,3600.767352,3670.995084,0,1,88,24,3970.411243
3970.411243,2732.829764,2128.551878,1906.530678,4328.58203,4442.492083,4628.981993,4617.725395,0,1,88,24,4565.013893
4565.013893,3970.411243,2732.829764,2128.551878,4572.530994,4718.362743,4539.265226,4788.254458,0,1,88,24,4876.318849
4876.318849,4565.013893,3970.411243,2732.829764,4328.58203,4619.237476,4115.3787,4615.877297,0,1,86,25,4567.729749
4567.729749,4876.318849,4565.013893,3970.411243,4405.194101,4458.452931,4346.054958,4102.77803,0,1,86,25,4170.535858
4170.535858,4567.729749,4876.318849,4565.013893,4307.076887,4245.921637,4422.835038,3911.751878,0,1,86,25,3611.239331
3611.239331,4170.535858,4567.729749,4876.318849,3627.984798,3995.252316,3999.452539,3774.152566,0,1,76,54,3780.471087
3780.471087,3611.239331,4170.535858,4567.729749,3429.734263,3858.829066,3844.884325,3722.405816,0,1,76,54,3685.416139
3685.416139,3780.471087,3611.239331,4170.535858,3447.543209,3663.938709,3839.34003,3670.995084,0,1,76,54,3591.719119
3591.719119,3685.416139,3780.471087,3611.239331,3706.948995,3741.894852,4112.18653,3868.909602,0,1,72,69,3812.04291
3812.04291,3591.719119,3685.416139,3780.471087,3575.229995,3878.65412,3636.553254,3658.226406,0,1,72,69,3825.96167
3825.96167,3812.04291,3591.719119,3685.416139,3013.408139,2775.507496,2834.982657,2801.54888,0,1,72,69,3051.942805
